SNo|Pullout Date|Pullout Count|Agreement No|Short Agreement No|GNSA Ref No|Reason|Error
4440|2018-03-23|1|XVFPAPY00001038776|1038776|p13091300034|CHOLA REQUEST|Invalid spdc Entry
4441|2018-03-23|1|XVFPAPY00001081774|1081774|P13120200001|CHOLA REQUEST|Invalid spdc Entry
4442|2018-03-23|1|XVFPKGD00001101693|1101693|p13123000034|CHOLA REQUEST|Invalid spdc Entry
4443|2018-03-26|1|XVFPDAV00000753632|0753632|12090807643|CHOLA REQUEST|Invalid Agreement
4444|2018-03-26|1|XVFPDAV00000753632|0753632|12090807643|CHOLA REQUEST|Invalid Agreement
4445|2018-03-26|1|XVFPKTM00000918326|0918326|13031100105|CHOLA REQUEST|Invalid Agreement
4446|2018-03-26|1|XVFPNGL00000932432|0932432|13032800379|CHOLA REQUEST|Invalid Agreement
4447|2018-03-26|1|XVFPWRG00000591024|0591024|13053105230|CHOLA REQUEST|Invalid Agreement
4448|2018-03-26|1|XVFPPMA00001027313|1027313|13082900443|CHOLA REQUEST|Invalid spdc Entry
4449|2018-03-26|1|XVFPMJI00001043428|1043428|13093000470|CHOLA REQUEST|Invalid spdc Entry
4450|2018-03-26|1|XVFPKLP00001064479|1064479|13111100502|CHOLA REQUEST|Invalid spdc Entry
4451|2018-03-26|1|XSHUKLM00001116320|1116320|14012100396|CHOLA REQUEST|Invalid spdc Entry
4452|2018-03-26|1|XVFPPMA00001120403|1120403|14012900472|CHOLA REQUEST|Invalid spdc Entry
4455|2018-03-26|1|XVFPKTM00001161436|1161436|14032200379|CHOLA REQUEST|Invalid spdc Entry
4456|2018-03-26|1|XSHUKLP00001303959|1303959|14111700858|CHOLA REQUEST|Invalid spdc Entry
4460|2018-03-26|1|XVFPIHC00001373387|1373387|15031400777|CHOLA REQUEST|Invalid spdc Entry
4461|2018-03-26|1|XVFPIHC00001373387|1373387|15031400777|CHOLA REQUEST|Invalid spdc Entry
4489|2018-03-26|1|XVFPKTM00000927151|0927151|P13032100014|CHOLA REQUEST|Invalid Agreement
4490|2018-03-26|1|XVFPPMA00000929160|0929160|P13032500025|CHOLA REQUEST|Invalid Agreement
4491|2018-03-26|1|XVFPKLM00001094581|1094581|P13121900137|CHOLA REQUEST|Invalid spdc Entry
4492|2018-03-26|1|XVFPAPY00001106137|1106137|P14010900051|CHOLA REQUEST|Invalid spdc Entry
4493|2018-03-26|1|XSHUTVM00000691632|0691632|12090604213|CHOLA REQUEST|Invalid Agreement
4494|2018-03-26|1|XVFPTUR00000774992|0774992|12091100325|CHOLA REQUEST|Invalid Agreement
4495|2018-03-26|1|XVFPTUR00000814148|0814148|12101202504|CHOLA REQUEST|Invalid Agreement
4496|2018-03-26|1|XVFPTVM00000906747|0906747|13022200431|CHOLA REQUEST|Invalid Agreement
4497|2018-03-26|1|XVFPKNR00000926764|0926764|13032000269|CHOLA REQUEST|Invalid Agreement
4498|2018-03-26|1|XVFPTVM00000958989|0958989|13050900850|CHOLA REQUEST|Invalid Agreement
4499|2018-03-26|1|XVFPTUR00000990400|0990400|13062500077|CHOLA REQUEST|Invalid Agreement
4500|2018-03-26|1|XVFPKNR00001041062|1041062|13092500165|CHOLA REQUEST|Invalid spdc Entry
4502|2018-03-26|1|XVFPCAL00001079724|1079724|13112700121|CHOLA REQUEST|Invalid spdc Entry
4504|2018-03-26|1|XVFPCAL00001103563|1103563|14010700244|CHOLA REQUEST|Invalid Agreement
4506|2018-03-26|1|XVFPCAL00001103572|1103572|14010700244|CHOLA REQUEST|Invalid Agreement
4507|2018-03-26|1|XVFPCAL00001103567|1103567|14010700244|CHOLA REQUEST|Invalid Agreement
4508|2018-03-26|1|XVFPCAL00001103518|1103518|14010700244|CHOLA REQUEST|Invalid Agreement
4509|2018-03-26|1|XVFPCAL00001103515|1103515|14010700244|CHOLA REQUEST|Invalid Agreement
4510|2018-03-26|1|XVFPCAL00001103510|1103510|14010700244|CHOLA REQUEST|Invalid Agreement
4511|2018-03-26|1|XVFPCAL00001103505|1103505|14010700244|CHOLA REQUEST|Invalid Agreement
4512|2018-03-26|1|XVFPCAL00001102429|1102429|14010700244|CHOLA REQUEST|Invalid Agreement
4513|2018-03-26|1|XVFPCAL00001102425|1102425|14010700244|CHOLA REQUEST|Invalid Agreement
4514|2018-03-26|1|XVFPCAL00001138255|1138255|14021500106|CHOLA REQUEST|Invalid Agreement
4515|2018-03-26|1|XVFPDAV00001182105|1182105|14041900573|CHOLA REQUEST|Invalid spdc Entry
4516|2018-03-26|1|XVFPNCF00001181521|1181521|14041900914|CHOLA REQUEST|Invalid spdc Entry
4518|2018-03-26|1|XSHUGAD00001296424|1296424|14111200718|CHOLA REQUEST|Invalid spdc Entry
4520|2018-03-26|1|XVFPATT00000897399|0897399|15030500467|CHOLA REQUEST|Invalid Agreement
4530|2018-03-26|1|XVFPSNA00001652228|1652228|16042800860|CHOLA REQUEST|Invalid spdc Entry
4538|2018-03-26|1|XSHUTUR00001999311|1999311|17070400342|CHOLA REQUEST|Invalid spdc Entry
4539|2018-03-26|1|XVFPNGL00002102607|2102607|17100401242|CHOLA REQUEST|Invalid spdc Entry
4543|2018-03-26|1|XVFPKTM00000494635|0494635|P12100400030|CHOLA REQUEST|Invalid Agreement
4544|2018-03-26|1|XVFPKNR00001089769|1089769|P13121200092|CHOLA REQUEST|Invalid spdc Entry
4545|2018-03-26|1|XVFPKLP00001123933|1123933|P14020400072|CHOLA REQUEST|Invalid spdc Entry
4546|2018-03-26|1|XVFPADN00001326078|1326078|p16031200055|CHOLA REQUEST|Invalid spdc Entry
4547|2018-03-01|1|XVFPPMA00000762564|0762564|12091005618|CHOLA REQUEST|Invalid Agreement
4548|2018-03-01|1|XVFPMJI00000916076|0916076|13031200792|CHOLA REQUEST|Invalid Agreement
4552|2018-03-01|1|XVFPDEH00001073571|1073571|13111300308|CHOLA REQUEST|Invalid spdc Entry
4553|2018-03-01|1|XVFPPMA00001075122|1075122|13111900096|CHOLA REQUEST|Invalid spdc Entry
4554|2018-03-01|1|XVFPPMA00001068620|1068620|13111900096|CHOLA REQUEST|Invalid GNSA Ref No
4555|2018-03-01|1|XVFPPMA00001069681|1069681|13111900096|CHOLA REQUEST|Invalid GNSA Ref No
4556|2018-03-01|1|XVFPTUR00001117043|1117043|14012200580|CHOLA REQUEST|Invalid spdc Entry
4560|2018-03-01|1|XVFPDAV00001145292|1145292|14030601090|CHOLA REQUEST|Invalid spdc Entry
4561|2018-03-01|1|XVFPDAV00001166532|1166532|14040100441|CHOLA REQUEST|Invalid spdc Entry
4564|2018-03-01|1|XVFPAGA00001331041|1331041|15010900588|CHOLA REQUEST|Invalid spdc Entry
4574|2018-03-01|1|XSHUSID00001560024|1560024|16010701238|CHOLA REQUEST|Invalid spdc Entry
4576|2018-03-01|1|XVFPAPY00001585492|1585492|16022000461|CHOLA REQUEST|Invalid spdc Entry
4579|2018-03-01|1|XVFPNKL00001656806|1656806|16043000529|CHOLA REQUEST|Invalid spdc Entry
4585|2018-03-01|1|XTRAIHC00001829466|1829466|16112100040|CHOLA REQUEST|Invalid spdc Entry
4591|2018-03-01|1|XSHUKTM00000939313|0939313|p13081900145|CHOLA REQUEST|Invalid Agreement
4592|2018-03-01|1|XSHUPAA00001105101|1105101|P14010800091|CHOLA REQUEST|Invalid spdc Entry
4593|2018-03-01|1|XVFPSNG00001129536|1129536|P14020700029|CHOLA REQUEST|Invalid spdc Entry
4594|2018-03-01|1|XVFPMJI00001309856|1309856|P14112600005|CHOLA REQUEST|Invalid spdc Entry
4595|2018-03-01|1|XVFPHIN00001877642|1877642|P17020800001|CHOLA REQUEST|Invalid spdc Entry
4596|2018-03-01|1|XVFPMSO00000716319|0716319|12090700460|CHOLA REQUEST|Invalid Agreement
4597|2018-03-01|1|XSHUPMA00000848125|0848125|12112100169|CHOLA REQUEST|Invalid Agreement
4598|2018-03-01|1|XVFPKLP00000890922|0890922|13021100612|CHOLA REQUEST|Invalid Agreement
4599|2018-03-01|1|XSHUKNR00001118974|1118974|14012300312|CHOLA REQUEST|Invalid spdc Entry
4600|2018-03-01|1|XVFPCIN00001122635|1122635|14012800197|CHOLA REQUEST|Invalid spdc Entry
4608|2018-03-01|1|XVFPSHM00001345486|1345486|15013000772|CHOLA REQUEST|Invalid spdc Entry
4623|2018-03-01|1|XVFPMAN00000996486|0996486|P13070100066|CHOLA REQUEST|Invalid Agreement
4624|2018-03-01|1|XVFPMJI00001034220|1034220|P14011300157|CHOLA REQUEST|Invalid spdc Entry
4625|2018-03-01|1|XVFPKTM00001096044|1096044|P14012800374|CHOLA REQUEST|Invalid spdc Entry
4626|2018-03-28|1|XSHUSHM00000601432|0601432|1208163175|CHOLA REQUEST|Invalid Agreement
4627|2018-03-28|1|XVFPKLM00000782668|0782668|12091000480|CHOLA REQUEST|Invalid Agreement
4628|2018-03-28|1|XVFPCAL00000856566|0856566|12120400012|CHOLA REQUEST|Invalid Agreement
4629|2018-03-28|1|XVFPCAL00000862000|0862000|12121500647|CHOLA REQUEST|Invalid Agreement
4630|2018-03-28|1|XVFPTVM00000921952|0921952|13031200031|CHOLA REQUEST|Invalid Agreement
4631|2018-03-28|1|XVFPMAN00000926552|0926552|13032000273|CHOLA REQUEST|Invalid Agreement
4632|2018-03-28|1|XVFPMSO00000945389|0945389|13041701552|CHOLA REQUEST|Invalid Agreement
4633|2018-03-28|1|XVFPMSO00000951027|0951027|13041800519|CHOLA REQUEST|Invalid Agreement
4634|2018-03-28|1|XVFPCIN00000955585|0955585|13050100399|CHOLA REQUEST|Invalid Agreement
4635|2018-03-28|1|XVFPMSO00000958265|0958265|13050700648|CHOLA REQUEST|Invalid Agreement
4636|2018-03-28|1|XSHUKTM00000463936|0463936|13053008711|CHOLA REQUEST|Invalid Agreement
4637|2018-03-28|1|XVFPMSO00000997231|0997231|13070500711|CHOLA REQUEST|Invalid Agreement
4638|2018-03-28|1|XSHUKNR00001006513|1006513|13071700158|CHOLA REQUEST|Invalid spdc Entry
4639|2018-03-28|1|XSHUKLM00001023622|1023622|13081400638|CHOLA REQUEST|Invalid spdc Entry
4640|2018-03-28|1|XVFPMSO00001060868|1060868|13102800144|CHOLA REQUEST|Invalid spdc Entry
4642|2018-03-28|1|XVFPMSO00001065238|1065238|13111200743|CHOLA REQUEST|Invalid spdc Entry
4643|2018-03-28|1|XVFPKNR00001067388|1067388|13111500176|CHOLA REQUEST|Invalid spdc Entry
4644|2018-03-28|1|XSHUKNR00001098456|1098456|13122700330|CHOLA REQUEST|Invalid spdc Entry
4645|2018-03-28|1|XVFPPER00001108244|1108244|14011000637|CHOLA REQUEST|Invalid spdc Entry
4647|2018-03-28|1|XVFPDAV00001141231|1141231|14022200480|CHOLA REQUEST|Invalid spdc Entry
4648|2018-03-28|1|XVFPKLP00001151566|1151566|14030801099|CHOLA REQUEST|Invalid spdc Entry
4649|2018-03-28|1|XTRACMR00001158734|1158734|14032100380|CHOLA REQUEST|Invalid spdc Entry
4653|2018-03-28|1|XVFPMJI00001173141|1173141|14041200717|CHOLA REQUEST|Invalid spdc Entry
4657|2018-03-28|1|XTRAMAN00001261786|1261786|14090601247|CHOLA REQUEST|Invalid spdc Entry
4660|2018-03-28|1|XVFPCIN00001308555|1308555|14112100240|CHOLA REQUEST|Invalid Agreement
4669|2018-03-28|1|XTRAGAD00001414970|1414970|15052800303|CHOLA REQUEST|Invalid spdc Entry
4677|2018-03-28|1|XSHUKTM00001621712|1621712|16032601223|CHOLA REQUEST|Invalid spdc Entry
4692|2018-03-28|1|XVFPKTP00001106271|1106271|P14010900267|CHOLA REQUEST|Invalid spdc Entry
4693|2018-03-28|1|XVFPKTM00001088945|1088945|p14011700340|CHOLA REQUEST|Invalid spdc Entry
4694|2018-03-29|1|XTRASHM00000639872|0639872|1208182916|CHOLA REQUEST|Invalid Agreement
4695|2018-03-29|1|XSHUKNR00000814870|0814870|12101203027|CHOLA REQUEST|Invalid Agreement
4696|2018-03-29|1|XSHUMJI00000946553|0946553|13041500214|CHOLA REQUEST|Invalid Agreement
4697|2018-03-29|1|XVFPGAD00000988794|0988794|13061800107|CHOLA REQUEST|Invalid Agreement
4698|2018-03-29|1|XVFPATT00000911624|0911624|13061800257|CHOLA REQUEST|Invalid Agreement
4699|2018-03-29|1|XVFPATT00001011823|1011823|13080100301|CHOLA REQUEST|Invalid spdc Entry
4700|2018-03-29|1|XVFPATT00001011976|1011976|13080100301|CHOLA REQUEST|Invalid GNSA Ref No
4701|2018-03-29|1|XVFPMJI00001011805|1011805|13080100686|CHOLA REQUEST|Invalid spdc Entry
4702|2018-03-29|1|XSHUCJR00001035274|1035274|13091101113|CHOLA REQUEST|Invalid spdc Entry
4703|2018-03-29|1|XTRABSP00001076117|1076117|13111600715|CHOLA REQUEST|Invalid spdc Entry
4704|2018-03-29|1|XVFPTUR00001110745|1110745|14011800596|CHOLA REQUEST|Invalid spdc Entry
4706|2018-03-29|1|XVFPCAL00001125837|1125837|14020700013|CHOLA REQUEST|Invalid Agreement
4707|2018-03-29|1|XVFPCAL00001125864|1125864|14020700013|CHOLA REQUEST|Invalid Agreement
4708|2018-03-29|1|XVFPCAL00001125867|1125867|14020700013|CHOLA REQUEST|Invalid Agreement
4709|2018-03-29|1|XVFPTSR00001129197|1129197|14021000553|CHOLA REQUEST|Invalid spdc Entry
4711|2018-03-29|1|XSHUPKD00001199526|1199526|14052100455|CHOLA REQUEST|Invalid spdc Entry
4712|2018-03-29|1|XTRAWRG00001211029|1211029|14060901279|CHOLA REQUEST|Invalid spdc Entry
4718|2018-03-29|1|XVFPGAD00001391271|1391271|15041700982|CHOLA REQUEST|Invalid spdc Entry
4720|2018-03-29|1|XTRAGAD00001420219|1420219|15061201244|CHOLA REQUEST|Invalid spdc Entry
4732|2018-03-29|1|XTRAGAD00001685445|1685445|16061401160|CHOLA REQUEST|Invalid spdc Entry
4739|2018-03-29|1|XVFPPKD00000861589|0861589|P12121300195|CHOLA REQUEST|Invalid Agreement
4740|2018-03-29|1|XVFPMJI00001044562|1044562|P13093000180|CHOLA REQUEST|Invalid spdc Entry
4741|2018-03-29|1|XVFPKLM00001113607|1113607|P14011100002|CHOLA REQUEST|Invalid spdc Entry
4742|2018-03-29|1|XSHUKLM00001133671|1133671|P14021300055|CHOLA REQUEST|Invalid spdc Entry
4745|2018-03-01|1|X0HEDHE00000797546|0797546|13041001248|CHOLA REQUEST|Invalid Agreement
4747|2018-03-06|1|X0HEHYD00000564936|0564936|12082306080|CHOLA REQUEST|Invalid Agreement
4748|2018-03-06|1|X0HEHYD00000574903|0574903|12082309687|CHOLA REQUEST|Invalid Agreement
4749|2018-03-06|1|X0HEHYD00000490321|0490321|12082801546|CHOLA REQUEST|Invalid Agreement
4750|2018-03-06|1|X0HERHE00000824347|0824347|12102002503|CHOLA REQUEST|Invalid Agreement
4751|2018-03-06|1|X0HEVIJ00001003794|1003794|13071800285|CHOLA REQUEST|Invalid spdc Entry
4752|2018-03-06|1|X0HELIN00000699131|0699131|13073100603|CHOLA REQUEST|Invalid Agreement
4779|2018-03-06|1|X0HEVIZ00000844977|0844977|121117002586|CHOLA REQUEST|Invalid Agreement
4780|2018-03-07|1|X0HEBAN00000655572|0655572|1208103508|CHOLA REQUEST|Invalid Agreement
4781|2018-03-07|1|X0HERHE00000498781|0498781|12082702698|CHOLA REQUEST|Invalid Agreement
4782|2018-03-07|1|X0HEVIZ00000685832|0685832|12090104463|CHOLA REQUEST|Invalid Agreement
4783|2018-03-07|1|X0HEHYD00000722204|0722204|12090609797|CHOLA REQUEST|Invalid Agreement
4784|2018-03-07|1|X0HECHE00000850565|0850565|12112000602|CHOLA REQUEST|Invalid Agreement
4785|2018-03-07|1|X0HEHOR00000862755|0862755|12120701266|CHOLA REQUEST|Invalid Agreement
4786|2018-03-07|1|X0HEBAN00000863427|0863427|12121101585|CHOLA REQUEST|Invalid Agreement
4787|2018-03-07|1|X0HEAHM00000844075|0844075|13052500264|CHOLA REQUEST|Invalid Agreement
4788|2018-03-07|1|X0HEPHE00000387910|0387910|13052500267|CHOLA REQUEST|Invalid Agreement
4789|2018-03-07|1|X0HEMAD00000154337|0154337|13053008078|CHOLA REQUEST|Invalid Agreement
4828|2018-03-07|1|X0HEDHE00000843222|0843222|121117002292|CHOLA REQUEST|Invalid Agreement
4829|2018-03-09|1|X0HEBAN00000684435|0684435|12090305021|CHOLA REQUEST|Invalid Agreement
4830|2018-03-09|1|X0HEBAN00000131465|0131465|13050400944|CHOLA REQUEST|Invalid Agreement
4839|2018-03-09|1|X0HEYAM00000781262|0781262|15021800767|CHOLA REQUEST|Invalid Agreement
4853|2018-03-09|1|X0HEVIZ00000886677|0886677|17071801887|CHOLA REQUEST|Invalid Agreement
4856|2018-03-09|1|X0HECHE00001054973|1054973|P13101500075|CHOLA REQUEST|Invalid spdc Entry
4857|2018-03-09|1|X0HEICH00001214104|1214104|P14062500149|CHOLA REQUEST|Invalid spdc Entry
4858|2018-03-09|1|X0HEPHE00000536214|0536214|P16082900022|CHOLA REQUEST|Invalid Agreement
4859|2018-03-12|1|X0HEAHM00000765322|0765322|12091003669|CHOLA REQUEST|Invalid Agreement
4860|2018-03-12|1|X0HEMAI00000827485|0827485|12102003995|CHOLA REQUEST|Invalid Agreement
4873|2018-03-12|1|X0HEAHM00000507911|0507911|P12100801105|CHOLA REQUEST|Invalid Agreement
4874|2018-02-13|1|X0HENSP00000520017|0520017|12082500192|CHOLA REQUEST|Invalid Agreement
4875|2018-02-13|1|X0HECIG00000819821|0819821|12102002413|CHOLA REQUEST|Invalid Agreement
4876|2018-02-13|1|X0HEBAN00000899260|0899260|13020700878|CHOLA REQUEST|Invalid Agreement
4877|2018-02-13|1|X0HEDHE00000919925|0919925|13031201622|CHOLA REQUEST|Invalid Agreement
4904|2018-02-13|1|X0HEDHE00000307623|0307623|P12100801444|CHOLA REQUEST|Invalid Agreement
4905|2018-03-15|1|X0HEPHE00000593961|0593961|12082208104|CHOLA REQUEST|Invalid Agreement
4906|2018-03-15|1|X0HEGKL00000216562|0216562|13042706292|CHOLA REQUEST|Invalid Agreement
4915|2018-03-20|1|X0HEAHM00000637838|0637838|1208181555|CHOLA REQUEST|Invalid Agreement
4916|2018-03-20|1|X0HERHE00000627084|0627084|1208217074|CHOLA REQUEST|Invalid Agreement
4917|2018-03-20|1|X0HEMAD00000762762|0762762|12090809073|CHOLA REQUEST|Invalid Agreement
4918|2018-03-20|1|X0HEBIW00000881988|0881988|13010500684|CHOLA REQUEST|Invalid Agreement
4919|2018-03-20|1|X0HEPHE00000282863|0282863|13050805045|CHOLA REQUEST|Invalid Agreement
4920|2018-03-20|1|X0HEHYD00000964195|0964195|13051501068|CHOLA REQUEST|Invalid Agreement
4921|2018-03-20|1|X0HEDHE00000965620|0965620|13051501069|CHOLA REQUEST|Invalid Agreement
4922|2018-03-20|1|X0HEBAN00000139421|0139421|13052105806|CHOLA REQUEST|Invalid Agreement
4935|2018-03-20|1|X0HEDHE00000574481|0574481|16041901749|CHOLA REQUEST|Invalid Agreement
4947|2018-03-20|1|X0HEDHE00000709795|0709795|17080200272|CHOLA REQUEST|Invalid Agreement
4952|2018-03-20|1|X0HEDHE00000273865|0273865|P12100801425|CHOLA REQUEST|Invalid Agreement
4953|2018-03-20|1|X0HEAHM00000345423|0345423|P12100801812|CHOLA REQUEST|Invalid Agreement
4954|2018-03-20|1|X0HEDHE00001127067|1127067|p14020500285|CHOLA REQUEST|Invalid spdc Entry
4955|2018-03-19|1|X0HEBAN00000611027|0611027|1208173815|CHOLA REQUEST|Invalid Agreement
4956|2018-03-19|1|X0HEJRH00000749382|0749382|12090705701|CHOLA REQUEST|Invalid Agreement
4957|2018-03-19|1|X0HERRH00000757569|0757569|12091102720|CHOLA REQUEST|Invalid Agreement
4958|2018-03-19|1|X0HEBAN00000827897|0827897|12102002593|CHOLA REQUEST|Invalid Agreement
4959|2018-03-19|1|X0HEHYD00000254488|0254488|13050405035|CHOLA REQUEST|Invalid Agreement
4964|2018-03-19|1|X0HEKHE00000863456|0863456|16010701518|CHOLA REQUEST|Invalid Agreement
4965|2018-03-19|1|X0HEKHE00000641498|0641498|16010701519|CHOLA REQUEST|Invalid Agreement
4981|2018-03-20|1|X0HEMAD00000472540|0472540|12082909795|CHOLA REQUEST|Invalid Agreement
4982|2018-03-20|1|X0HEHYD00000882090|0882090|13010500674|CHOLA REQUEST|Invalid Agreement
4983|2018-03-20|1|X0HEBIW00000911870|0911870|13030501347|CHOLA REQUEST|Invalid Agreement
4984|2018-03-20|1|X0HEBAN00000307845|0307845|13041702253|CHOLA REQUEST|Invalid Agreement
4987|2018-03-20|1|X0HETCO00000499612|0499612|14041500290|CHOLA REQUEST|Invalid Agreement
5000|2018-03-20|1|X0HECOI00000134917|0134917|P12100801376|CHOLA REQUEST|Invalid Agreement
5004|2018-03-21|1|X0HERHE00000549687|0549687|15031101762|CHOLA REQUEST|Invalid Agreement
5020|2018-03-21|1|X0HEVEL00000629602|0629602|P12100801786|CHOLA REQUEST|Invalid Agreement
5021|2018-03-21|1|X0HEDHE00001052157|1052157|P13101500078|CHOLA REQUEST|Invalid spdc Entry
5022|2018-03-22|1|X0HEHYD00000144349|0144349|13051605348|CHOLA REQUEST|Invalid Agreement
5026|2018-03-22|1|X0HEVIZ00000943092|0943092|15080601352|CHOLA REQUEST|Invalid Agreement
5044|2018-03-23|1|X0HEBAN00000574908|0574908|12082309690|CHOLA REQUEST|Invalid Agreement
5045|2018-03-23|1|X0HEBAN00000468021|0468021|12083009425|CHOLA REQUEST|Invalid Agreement
5046|2018-03-23|1|X0HECOI00000834522|0834522|12110300331|CHOLA REQUEST|Invalid Agreement
5047|2018-03-23|1|X0HEBAN00000132471|0132471|13051705199|CHOLA REQUEST|Invalid Agreement
5048|2018-03-23|1|X0HECHE00000103453|0103453|13052205159|CHOLA REQUEST|Invalid Agreement
5049|2018-03-23|1|X0HECHE00000021140|0021140|13052808102|CHOLA REQUEST|Invalid Agreement
5050|2018-03-23|1|X0HLNUG00000974898|0974898|13052900665|CHOLA REQUEST|Invalid Agreement
5066|2018-03-23|1|X0HELOP00002309986|2309986|18031602505|CHOLA REQUEST|Invalid spdc Entry
5067|2018-03-26|1|X0HELIN00000887545|0887545|13011800659|CHOLA REQUEST|Invalid Agreement
5068|2018-03-26|1|X0HECHE00000144856|0144856|13051605592|CHOLA REQUEST|Invalid Agreement
5070|2018-03-26|1|X0HEDHE00000331300|0331300|14051300993|CHOLA REQUEST|Invalid Agreement
5099|2018-03-26|1|X0HECHE00000150741|0150741|17071702217|CHOLA REQUEST|Invalid Agreement
5108|2018-03-27|1|X0HEHYD00000436952|0436952|12083002412|CHOLA REQUEST|Invalid Agreement
5109|2018-03-27|1|X0HEPHE00000739186|0739186|12090703893|CHOLA REQUEST|Invalid Agreement
5110|2018-03-27|1|X0HECOI00000921526|0921526|13031201658|CHOLA REQUEST|Invalid Agreement
5111|2018-03-27|1|X0HEHYD00000300484|0300484|13041601586|CHOLA REQUEST|Invalid Agreement
5129|2018-03-01|1|X0HEHYD00000707175|0707175|12090506870|CHOLA REQUEST|Invalid Agreement
5136|2018-03-01|1|X0HEJRH00001463138|1463138|P15082800031|CHOLA REQUEST|Invalid spdc Entry
5137|2018-03-28|1|X0HEPHE00002272364||18021701860|CHOLA REQUEST|Invalid Agreement
5139|2018-03-31|1|X0HEBAN00000478976|0478976|12083100579|CHOLA REQUEST|Invalid Agreement
5140|2018-03-31|1|X0HEDHE00000946081|0946081|13041500550|CHOLA REQUEST|Invalid Agreement
5149|2018-03-31|1|X0HEAHE00001612935|1612935|16042001750|CHOLA REQUEST|Duplicate record
5151|2018-03-31|1|XVFPKLP00000949713|0949713|13041601035|CHOLA REQUEST|Invalid Agreement
5152|2018-03-31|1|XSHUCAL00001020888|1020888|13081301222|CHOLA REQUEST|Invalid spdc Entry
5153|2018-03-31|1|XVFPMSO00001032580|1032580|13091101641|CHOLA REQUEST|Invalid spdc Entry
5154|2018-03-31|1|XVFPMAN00001086323|1086323|13121100866|CHOLA REQUEST|Invalid spdc Entry
5156|2018-03-31|1|XVFPSHM00001177536|1177536|14041100700|CHOLA REQUEST|Invalid spdc Entry
5177|2018-03-02|1|XVFPSBA00000948488|0948488|13041600800|CHOLA REQUEST|Invalid Agreement
5178|2018-03-02|1|XVFPSBA00001171724|1171724|14040500710|CHOLA REQUEST|Invalid spdc Entry
5180|2018-03-02|1|XVFPMDN00001514112|1514112|15110500696|CHOLA REQUEST|Invalid spdc Entry
5182|2018-03-02|1|XTRAVRI00001584169|1584169|16021001404|CHOLA REQUEST|Invalid spdc Entry
5188|2018-03-06|1|XTRAAMK00001101938|1101938|14010100747|CHOLA REQUEST|Invalid spdc Entry
5189|2018-03-06|1|XTRAAMK00001107074|1107074|14011800549|CHOLA REQUEST|Invalid spdc Entry
5190|2018-03-06|1|XTRAAMK00001110250|1110250|14011800711|CHOLA REQUEST|Invalid spdc Entry
5191|2018-03-06|1|XTRAAMK00001111679|1111679|14012000125|CHOLA REQUEST|Invalid spdc Entry
5208|2018-03-06|1|XTRAYLA00001712211|1712211|16071501746|CHOLA REQUEST|Invalid spdc Entry
5209|2018-03-06|1|XTRAFHD00001706017|1706017|16071600085|CHOLA REQUEST|Invalid spdc Entry
5210|2018-03-06|1|XTRANNL00001697650|1697650|16071600845|CHOLA REQUEST|Invalid spdc Entry
5211|2018-03-06|1|XTRAHGD00001703081|1703081|16071800164|CHOLA REQUEST|Invalid spdc Entry
5212|2018-03-06|1|XTRABGO00001703311|1703311|16071800387|CHOLA REQUEST|Invalid spdc Entry
5219|2018-03-06|1|XTRAJMR00001722064|1722064|16072500937|CHOLA REQUEST|Invalid spdc Entry
5220|2018-03-06|1|XTRAMAN00001724421|1724421|16072501122|CHOLA REQUEST|Invalid spdc Entry
5222|2018-03-06|1|XTRAYLA00001703011|1703011|16072700151|CHOLA REQUEST|Invalid spdc Entry
5223|2018-03-06|1|XTRADGR00001699458|1699458|16072700814|CHOLA REQUEST|Invalid spdc Entry
5224|2018-03-06|1|XTRAJDR00001722036|1722036|16072700926|CHOLA REQUEST|Invalid spdc Entry
5225|2018-03-06|1|XTRABSA00001714640|1714640|16072700995|CHOLA REQUEST|Invalid spdc Entry
5227|2018-03-06|1|XTRABBR00001724459|1724459|16072900809|CHOLA REQUEST|Invalid spdc Entry
5228|2018-03-06|1|XTRACDD00001728749|1728749|16080100506|CHOLA REQUEST|Invalid spdc Entry
5229|2018-03-06|1|XTRAMAL00001720644|1720644|16081201255|CHOLA REQUEST|Invalid spdc Entry
5254|2018-03-06|1|XTRARAI00001874712|1874712|17013001309|CHOLA REQUEST|Invalid spdc Entry
5270|2018-03-06|1|XTRARLM00001729242|1729242|p16080200003|CHOLA REQUEST|Invalid spdc Entry
5271|2018-03-06|1|XTRABPL00001723486|1723486|p16080200013|CHOLA REQUEST|Invalid spdc Entry
5273|2018-03-06|1|XTRAINA00001272696|1272696|P17040700062|CHOLA REQUEST|Invalid spdc Entry
5274|2018-03-06|1|XTRABAL00001945738|1945738|P17042000038|CHOLA REQUEST|Invalid spdc Entry
5276|2018-03-06|1|XTRACPU00001850915|1850915|P17082400025|CHOLA REQUEST|Invalid spdc Entry
5277|2018-03-06|1|XTRAJUA00002112864|2112864|P17101100026|CHOLA REQUEST|Invalid spdc Entry
5278|2018-03-06|1|XTRAYLA00002142952|2142952|P17110800015|CHOLA REQUEST|Invalid spdc Entry
5290|2018-03-16|1|XTRAKRF00001020336|1020336|13081300408|CHOLA REQUEST|Invalid spdc Entry
5296|2018-03-20|1|XVFPSGV00001621930|1621930|16032101072|CHOLA REQUEST|Invalid spdc Entry
